stimulus_id,Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,Many Instruments/Few Instruments,Wide pitch variation/Narrow pitch variation,Clear melody/No melody,Repetitive/Non-repetitive,Complex rhythm/Simple rhythm,Fast tempo/Slow tempo,Strong beat/Weak beat,Electric/Acoustic,Distorted/Clear,Loud/Soft,Heavy/Light,High pitch/Low pitch,Punchy/Smooth,Harmonious/Disharmonious,Dense/Sparse,voice_age,voice_gender,voice_exagg,voice_type,target_of_toy_ad
rKe2vkFIUbY,low,low,low,low,high,high,high,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
PVsSoRwd0Qo,low,low,low,low,low,low,high,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
0nAk-a4j7dE,high,high,high,high,high,low,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
VFXSd8qc7Xk,high,high,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
8y6pDQTKjrk,high,high,high,high,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Light,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
yVNl_oSo7bI,high,low,low,high,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
i7zsJj3XgBc,high,high,high,high,low,low,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
viov3zTevto,low,low,high,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Children,Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
Nej7R1969c0,low,high,low,high,low,low,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Acoustic,Clear,Soft,Light,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
9cEyFO2Eqo4,low,high,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Heavy,High pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
q-7SBSxKxKo,low,low,low,low,low,high,low,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Clear,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
_KXsBwbeaSY,high,low,low,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Weak beat,Electric,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
f-CA3IUQAWM,high,low,high,high,low,low,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
V5-Q-DY8WFM,low,low,high,low,high,high,high,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Dense,Children,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
pTe7yJS0mqU,low,low,low,low,low,high,high,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
x75PlcuAiNc,low,low,low,low,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
xfIDBV2R5fw,high,high,high,high,high,low,low,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Mixed
tUfD12KNGMQ,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
Nvc5N3L3yjA,high,low,high,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Simple rhythm,Fast tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,Girls/women
JU2XXwkCav4,high,high,high,high,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Clear,Soft,Light,Low pitch,Smooth,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
79j4Qnyb7dg,high,low,high,high,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
AYI3Gau3mWo,low,low,high,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,There are no actors/presenters or you can never see their faces
E-7oPgt5dn8,low,high,low,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
Y_TqObDvE24,low,low,high,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,Low pitch,Smooth,Harmonious,Sparse,Children,Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
daHsUZiM6p8,high,high,high,low,high,high,low,Few Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Distorted,Soft,Heavy,Low pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
wdOfg3UPqzA,high,high,high,low,low,low,low,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
Tk7PvxU93oA,high,high,high,high,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Dense,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
m2fzOo3-Lq4,low,high,low,high,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Light,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
k0q5zWesa1k,high,low,high,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
lHCfrK-nIQU,low,low,high,high,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Smooth,Disharmonious,Sparse,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
iD1Eac2X6A4,high,low,high,high,low,high,low,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,There are no actors/presenters or you can never see their faces
s-Q4sffZjo8,low,high,high,high,high,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
zg1nAydNm_A,low,high,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
HkESWe-VmCw,low,high,low,low,low,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Soft,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
EjxILHpT7I8,low,high,low,low,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Heavy,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
B4FsikjiUHA,high,low,high,high,low,low,low,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Distorted,Loud,Light,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
26hYGh4SYX4,low,high,low,low,low,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,BOTH children and adults,Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
33BwTrRpbR0,high,high,low,low,low,high,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Light,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
cU6os7foP1g,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Sung,There are no actors/presenters or you can never see their faces
hEIrqBhIbmk,high,low,low,low,low,low,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,BOTH children and adults,Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
zabpEcBueg8,low,low,low,low,high,high,high,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Heavy,Low pitch,Punchy,Disharmonious,Sparse,BOTH children and adults,Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
jJc3CUlCiOo,low,high,low,high,high,high,low,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
XiHahyPA14A,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Clear,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
vdWc1qLStAs,high,low,low,high,high,low,high,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
DOO0-chRLHY,low,low,low,low,low,low,low,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Soft,Heavy,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
a1F2Vm6lVNU,high,high,high,low,low,low,low,Many Instruments,Wide pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
sP6RnFMqDnI,low,low,low,high,high,low,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Distorted,Soft,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
rBnSfDaDVQI,low,low,low,low,high,high,low,Few Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,BOTH children and adults,Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
GGlOzSB1R-w,low,low,low,low,high,high,high,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Soft,Heavy,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
Tv-pC4g9Tp8,high,high,low,low,high,low,low,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
sbqlihZzH1w,low,low,high,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Clear,Soft,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
26jBFBmrmr4,low,low,low,low,high,high,high,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
DWi19R_1ugo,high,high,low,low,high,high,low,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
EsoVjRdPCoU,high,low,high,high,low,low,high,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
x1Vhqc54Sgs,high,high,low,low,high,low,low,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Clear,Loud,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
v_nZmNvP9J4,high,high,high,high,high,low,low,Few Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Soft,Light,High pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
FqGfNOYo0co,low,low,low,high,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
