stimulus_id,product_category,filming_location,target_of_toy_ad,interaction,voice_type,voice_age,voice_gender,voice_exagg,asian,black,white,other,title,description,upload_date,transcript,domesticity_nurturing_cues,consumerism_cues,fashion_beauty_cues,nature_animals_cues,love_tenderness_cues,magic_fantasy_cues,action_adventure_cues,fight_combat_cues,speed_racing_cues,horror_monsters_cues,science_technology_cues,sports_cues,gross-out_cues,fun_play_cues,arts_crafts_cues
awK4jz6RWkU,"Arts, Crafts and Musical Instruments",Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,Yes,Yes,No,Paint-Sation - Smyths Toys,"Paint-Sation Paint On The Go
Paint-Sation is a revolutionary paint range which offers a no spill, washable, portable paint solution for children. They can paint anytime, anywhere with these three different coloured paint pods (blue, yellow and red), and On-the-Go travel case which also includes 2 paint brushes and 10 sheets of paper to help your budding artist get creative. Using unique, gravity-defying technology, even when it's upside down, these Paint-Sation pods will not drip or spill! It's the perfect space saving paint which is ideal for transporting around. Each pod creates over 100 paintings and can be stacked together or placed securely into the On-the-Go travel case - there's even an extra space for one more paint pod. Paint-Sation - turning the world of paint upside down!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/painting/paint-sation-paint-on-the-go/p/160828

Paint-Sation Stackable Pods
Paint-Sation is a revolutionary paint range which offers a no spill, washable, portable paint solution for children. You can paint anytime, anywhere with these unique paint pods. Using gravity-defying technology, even when it's upside down, these paint pods will not drip or spill! Paint-Sation is compact and stackable; it's the perfect space saving paint which is ideal for bringing on the move. Each pod creates over 100 paintings and there are 5 different paint pods (blue, green, yellow, red and purple for your budding artist to get creative. Paint-Sation - turning the world of paint upside down!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/painting/paint-sation-stackable-pods/p/160827",20170703," What a mess! Don't worry, Paint Station has the solution. Ta-da! Paint Station is magic. Colors never drip from the paint pods, even when upside down. With Paint Station, there's no mess, no spill, and it's washable with lots of colors and cool accessories like the easel, roller, nibs, and on the go. It's super fun! Paint Station.",,,,,,,,,,,,,,fun,paint colors 
_KrfMdJMlDM,"Arts, Crafts and Musical Instruments",Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Smyths Toys - Glow Show Sticker Launcher,"The Glow Show Sticker Launcher is an easy way to brighten up your bedroom. It takes just 4 easy steps. Load the launcher, choose a sticker, peel and place it on your dart. Now it's time to shine. Charge up your stickers with light and aim your launcher. Ready, set, go! Shoot the stickers onto your walls and ceiling! The Glow Show Launcher also projects brilliant images so you can bring your scene to life!

Glow Show Sticker Launcher
http://www.smythstoys.com/uk/en-gb/toys/creativity-music-partyware/c-553/science-sets/p-13534/glow-show-sticker-launcher/

Glow Show Launcher Refill Pack - Assortment
http://www.smythstoys.com/uk/en-gb/toys/creativity-music-partyware/c-553/science-sets/p-13535/glow-show-launcher-refill-pack-assortment/",20151009,"Prepare for launch! Ready? Charge! Glow Show! You can create your own galaxy with the all-new Glow Show Launcher and glow-in-the-dark stickers! Just load, charge, and launch! Hit the lights! Whoa! Create a glowing sky of bright butterflies, shining stars, and ghosts! Then beam up and explode!",,,,butterflies,,,,explode,,ghost,galaxy stars,,,,
LW4UMSQNgpM,Dolls,Indoors,Girls/women,They do not interact with each other or there is only one actor/presenter,Spoken,Children,Feminine,Yes a feminine voice is gender exaggerated,No,No,Yes,No,"Love, Diana Mashups Astronaut x Hairdresser - Smyths Toys","Love, Diana Mashup Doll’s are great for when you want to play dress up with your dolls. Each doll can switch between 2 looks. An astronaut and a hairdresser, a princess and a superhero, a ballerina and a popstar, a mermaid and a party doll. (Each sold separately)

Buy online at https://www.smythstoys.com/uk/en-gb/toys/new-toys/love-diana/love-diana-mashups-astronaut-x-hairdresser/p/190854

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201106, The Love Diana Mashups Astronaut Hairdresser Doll! Diana transforms from an astronaut to a hairdresser! With two outfits in one! We are ready to walk! Mash it up and switch it up with the Love Diana Mashups Doll!,,outfit,hairdresser outfit,,love,,,,,,astronaut,,,,
1eojD029X8E,Plush Toys,Indoors,Girls/women,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,No,Yes,Yes,No,Airbrush Unicorn Plush- Smyths Toys,"Design and create your own multicolored plush with the battery-powered airbrush gun and stick-on stencils.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/arts-crafts-and-music/art-sets/airbrush-unicorn-plush/p/199411

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210823, Airbrush Plush! Decorate your plush with a real airbrush! Apply stick-on stencils and spray-on colors to create cool designs! So cute! Simply wash and repeat to create amazing new styles every day! Airbrush Plush from Canal Toys,,,styles,,cute,,,,,,,,,,decorate airbrush stencils colors designs
eL-YIdxfu3A,Dolls,Non-specific,Girls/women,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",No,No,Yes,No,Spirit Riding Free Horse Play Paddock - Smyths Toys,"Bring home the adventurous world of DreamWorks Animation Television's Netflix series, Spirit Riding Free with the Spirit Paddock & Horse Playset!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/dreamworks-spirit/spirit-riding-free-horse-play-paddock/p/176751

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201002," From Spirit Riding Free. Whoa, the foal's loose. He's visiting his friends at the creek. Come on, let's gallop back to the paddock. Welcome home, little one. Time for a bath and a brush up. You too, Spirit. You can collect all the horses, including Espada, Topanga, and Pepper. Spirit Riding Free Collectible Dolls and Horses.",bath brush,,,riding foal gallop horses,,,,,,,,,,,
yxkQMmtVeG8,None of the Above,Indoors,Girls/women,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Yes,No,Yes,No,Vtech KidiConcert- Smyths Toys,"Kidi Concert is the portable Bluetooth speaker for kids! Connect your music player or music device via Bluetooth or cable to hear your own music and press the lights projector button to create your very own disco! Featuring an LCD screen so you can set the time and an alarm for those important parties you don’t want to miss. Play popular party games with your friends in Party Games Mode such as Musical Chairs and Charades. Listen to your favourite radio station or dance around the room to built-in dance songs and 5 sing-along songs.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/music/lights-and-speakers/vtech-kidiconcert/p/165641

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20181108," The party's just begun with Kiddie Concert. The 8-in-1 disco ball speaker. Turn your room into a dance floor with its disco-like projections. Have the best sleepover ever. With several game modes, including musical statues. The party never ends with Kiddie Concert by VTech.",,,,,,,,,,,,,,party sleepover game,concert speaker dance-floor musical
QqonAr7ajPg,(Group) Games and Puzzles,Indoors,Mixed,"They are working or playing together, but focused on winning/fighting",BOTH spoken and sung,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Smyths Toys - Wobbly Worm Game,"Can you hoop the loopy worm? Wobbles the Worm has fallen out of the apple tree and he's all dizzy! As Wobbles bobs and spins around, players try to get their three hoops over his head. Get rid of all your hoops first to win! Wobbly Worm is get-up-and-move-around fun for pre-schoolers!
Buy online at

https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/childrens-board-games/wobbly-worm/p/159609",20170616," Hey kids, it's Wobbly Worm. I'm Wobbly Worm. Hey, hey, hey. Come on kids, grab some rings. Let's play. Wobble, wiggle, let the fun begin. Get all your rings on, you win. I'm Wobbly Wobbly. Wobbly Worm, Wobbly Worm. Big rings, small rings, grow with me. Place them, toss them, ring all three. I'm Wobbly Wobbly. Wobbly Worm, Wobbly Worm. Wobbly Worm game. Adult assembly required. Batteries not included.",,,,,,,,,,,,,,wobbly play fun you-win ,
ygXt9OPfzEE,"Arts, Crafts and Musical Instruments",Indoors,Girls/women,They are working or playing together in a cooperative way,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Yes,No,Yes,No,Smyths Toys - Yummy Nummies Ad,"With the Yummy Nummies Candy Shop Sets you can create super tiny delicious candy treats! Simply mix, make and enjoy. The kit includes everything you need to create mini kitchen magic!",20150721," What's mixing your mini kitchen? Magic! Pure Yummy Nummies magic! Yummy, yummy nummies making yummy nummies Mix and make yummy treats Yummy, yummy nummies making yummy nummies Mini treats to share and eat Tastes great! We're mixing, we're making Mini food that tastes and looks like the real thing Like magic! Yummy, yummy nummies making yummy cupcakes Look and taste like the real thing Mixed up spaghetti, magic mini burger, french fries Lots of yummy nummies, ooh! New Yummy Nummies mini kitchen",kitchen make-yummy-treats cupcakes spaghetti burger fries ,,,,,magic,,,,,,,,,
7ZEF-H-Cyno,High-tech Interactive Playmates and Robotics,Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,Yes,Yes,No,Playskool Mr.Potato Head Movin' Lips Talking Toy - Smyths Toys,"Who knows what Mr. Potato Head will say – or sing – next? This interactive talking toy is fun and entertaining for kids as well as adults. Just attach his mouth and press the buttons – his lips synchronise to wacky songs and some really funny phrases! The talking toy features over 40 phrases and 4 parodies to popular songs, including a parody of the song ‘Lips Are Movin'’ by Meghan Trainor. Children aged 3 and up can experience the same mix-and-match play with a lot more to say with Mr Potato Head Movin' Lips! It comes with a Mr Potato Head, two arms, two ears, eyes, nose, hat and two mouths for a ton of tater fun.


Buy Online: https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/toy-story/playskool-mr-potato-head-movin-lips-talking-toy/p/176841

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190621, New Mr. Potato Head moving lips. Everyone's favorite tater has found his voice. Wanna chat? He sings. The lips on my face go round and round. He jokes. Are you trying to butter me up? New Mr. Potato Head moving lips.,,,,,,,,,,,,,,jokes,sings
u_cbkgWZaM8,"Apparel, Fashion, Accessories, Cosmetics, Costume and Dress-Up (not Dolls)",Indoors,Girls/women,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Yes,No,Yes,No,Shimmer ‘n Sparkle Twist & Colour Tie Dye Studio- Smyths Toys,"Now you can design and create super-colourful Tie Dye Fashions! Band it! Twist it! Dye it! Then wear it!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/shimmer-n-sparkle/shimmer-%e2%80%98n-sparkle-twist-and-colour-tie-dye-studio/p/206386

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20211215," Shimmer and Sparkle. The super bright tie-dye design with the real twist and color tie-dye studio. Shimmer and Sparkle, real twist and color tie-dye studio.",,,sparkle ,,,,,,,,,,,,tie-dye-studio color
